ID   trial   item_condition   run   bin   phase   CS_ID   CS_SIDE   CS_ALL   congr_ID   congr_SIDE   CS_pupil   CS_DW_L   CS_DW_R   CS_DW_congr   ANT_DW_L   ANT_DW_R   ANT_DW_congr   US_RT   US_ACC
01   31   12   01   bin02    acquisition    CSmi    CSmi   CSmi   congr   congr   -2.847308e-01   0   0   0   2.126437e-01   0   1.063218e-01   NaN   1
01   32   13   01   bin02    acquisition    deval    CSpR   deval_R   congr   congr   -2.833706e-01   0   2.027972e-01   2.027972e-01   0   6.648352e-01   6.648352e-01   3.193330e-02   1
01   33   8   01   bin01    acquisition    val    CSpL   val_L   congr   congr   1.577192e-01   0   0   0   2.322581e-01   2.129032e-01   2.322581e-01   -7.957767e-02   1
01   34   9   01   bin01    acquisition    val    CSpL   val_L   congr   congr   -1.555477e-01   0   0   0   4.566929e-01   1.968504e-01   4.566929e-01   -3.828172e-01   1
01   35   10   01   bin01    acquisition    val    CSpR   val_R   congr   congr   1.381035e-02   0   3.179724e-01   3.179724e-01   0   5.536723e-01   5.536723e-01   -4.886251e-01   1
01   36   11   01   bin02    acquisition    val    CSpR   val_R   congr   congr   -3.521525e-01   0   0   0   0   2.872928e-01   2.872928e-01   -2.466265e-01   1
01   37   12   01   bin02    acquisition    val    CSpR   val_R   congr   congr   -1.841482e-01   0   2.463054e-02   2.463054e-02   NaN   NaN   NaN   -1.644172e-01   1
01   38   13   01   bin02    acquisition    val    CSpL   val_L   congr   congr   -2.333351e-01   9.859155e-02   0   9.859155e-02   1   0   1   -4.278234e-01   1
01   39   14   01   bin02    acquisition    deval    CSpL   deval_L   congr   congr   -6.747886e-01   0   0   0   0   2.444444e-01   0   8.842906e-02   1
01   40   13   01   bin02    acquisition    CSmi    CSmi   CSmi   congr   congr   2.804749e-01   0   0   0   6.470588e-02   6.470588e-02   6.470588e-02   NaN   1
01   41   14   01   bin02    acquisition    CSmi    CSmi   CSmi   incongr   incongr   8.069719e-01   0   0   0   1.564246e-01   0   7.821229e-02   2.784544e-01   1
01   42   14   01   bin02    acquisition    val    CSpR   val_R   incongr   incongr   -3.382557e-01   0   2.857143e-01   2.857143e-01   0   1   1   NaN   1
01   43   15   01   bin02    acquisition    CSmi    CSmi   CSmi   incongr   incongr   3.151409e-02   0   0   0   0   0   0   3.776238e-01   1
01   44   15   01   bin02    acquisition    val    CSpR   val_R   incongr   congr   -2.158208e-01   0   0   0   0   2.941176e-01   2.941176e-01   2.799007e-01   1
01   45   15   01   bin02    acquisition    deval    CSpR   deval_R   congr   congr   -2.018924e-01   0   0   0   0   3.965517e-01   3.965517e-01   2.306791e-01   1
01   46   16   01   bin02    acquisition    val    CSpL   val_L   incongr   incongr   -3.125214e-01   6.849315e-02   0   6.849315e-02   9.142857e-01   0   9.142857e-01   NaN   1
01   47   16   01   bin02    acquisition    deval    CSpL   deval_L   congr   congr   3.659151e-01   0   0   0   1.023622e-01   0   1.023622e-01   -7.736354e-02   1
01   48   16   01   bin02    acquisition    CSmi    CSmi   CSmi   congr   congr   2.987271e-01   0   0   0   0   7.017544e-02   3.508772e-02   NaN   1
01   49   17   01   bin02    acquisition    deval    CSpR   deval_R   congr   congr   1.526510e-02   0   0   0   0   6.666667e-01   6.666667e-01   -6.949497e-02   1
01   50   17   01   bin02    acquisition    CSmi    CSmi   CSmi   incongr   incongr   -1.623319e-01   0   0   0   0   0   0   2.370692e-01   1
01   51   18   01   bin02    acquisition    CSmi    CSmi   CSmi   congr   congr   -1.007932e-01   0   0   0   0   0   0   NaN   1
01   52   17   01   bin02    acquisition    val    CSpL   val_L   congr   congr   4.897336e-01   5.050505e-03   0   5.050505e-03   1.269841e-01   0   1.269841e-01   -3.353706e-01   1
01   53   18   01   bin02    acquisition    deval    CSpL   deval_L   congr   congr   2.055621e-01   0   0   0   4.468085e-01   0   4.468085e-01   1.270016e-01   1
01   54   19   01   bin02    acquisition    CSmi    CSmi   CSmi   incongr   incongr   7.680742e-01   0   0   0   0   0   0   9.082816e-02   1
01   55   20   01   bin02    acquisition    CSmi    CSmi   CSmi   incongr   incongr   3.655313e-01   0   0   0   0   1.186441e-01   5.932203e-02   1.546866e-02   1
01   56   18   01   bin02    acquisition    val    CSpL   val_L   congr   congr   5.462052e-01   0   0   0   0   0   0   6.485880e-02   1
01   57   19   01   bin02    acquisition    deval    CSpR   deval_R   incongr   congr   5.845349e-01   0   1.929825e-01   1.929825e-01   0   4.342857e-01   4.342857e-01   2.101067e-01   1
01   58   19   01   bin02    acquisition    val    CSpL   val_L   congr   congr   4.027073e-01   0   0   0   0   6.493506e-02   0   5.403049e-01   1
01   59   20   01   bin02    acquisition    deval    CSpR   deval_R   congr   incongr   4.138861e-02   0   0   0   0   0   0   -2.961856e-02   1
01   60   20   01   bin02    acquisition    val    CSpR   val_R   congr   congr   2.131285e-01   0   0   0   1.219512e-02   0   0   4.134751e-02   1
01   61   21   02   bin03    acquisition    val    CSpR   val_R   congr   congr   -2.811861e-01   0   0   0   0   7.142857e-03   7.142857e-03   -2.499734e-01   1
01   62   21   02   bin03    acquisition    deval    CSpL   deval_L   congr   incongr   2.902698e-01   0   0   0   0   0   0   1.421008e-01   1
01   63   21   02   bin03    acquisition    CSmi    CSmi   CSmi   congr   congr   -3.868350e-01   0   0   0   0   0   0   NaN   1
01   64   22   02   bin03    acquisition    deval    CSpL   deval_L   incongr   incongr   1.988115e-01   0   4.975124e-02   0   0   1.944444e-01   0   NaN   1
01   65   22   02   bin03    acquisition    val    CSpL   val_L   congr   congr   -2.076511e-01   0   0   0   0   0   0   1.175534e-02   1
01   66   23   02   bin03    acquisition    deval    CSpL   deval_L   congr   congr   -3.458666e-01   0   0   0   0   1.197605e-02   0   2.526270e-01   1
01   67   23   02   bin03    acquisition    val    CSpR   val_R   congr   congr   -7.916730e-02   0   5.128205e-03   5.128205e-03   0   0   0   -1.561692e-01   1
01   68   22   02   bin03    acquisition    CSmi    CSmi   CSmi   congr   congr   -1.567558e-01   0   0   0   0   0   0   NaN   1
01   69   24   02   bin03    acquisition    deval    CSpL   deval_L   congr   congr   2.321147e-01   2.718447e-01   0   2.718447e-01   3.289474e-01   0   3.289474e-01   9.199442e-02   1
01   70   24   02   bin03    acquisition    val    CSpL   val_L   congr   congr   -2.399960e-01   0   0   0   0   0   0   -2.450262e-01   1
01   71   23   02   bin03    acquisition    CSmi    CSmi   CSmi   congr   congr   -5.267448e-01   0   0   0   1.069182e-01   0   5.345912e-02   NaN   1
01   72   24   02   bin03    acquisition    CSmi    CSmi   CSmi   congr   congr   -2.377065e-01   0   0   0   NaN   NaN   NaN   NaN   1
01   73   25   02   bin03    acquisition    deval    CSpL   deval_L   congr   congr   3.082288e-01   4.522059e-01   0   4.522059e-01   2.011494e-01   0   2.011494e-01   -3.681266e-02   1
01   74   26   02   bin03    acquisition    deval    CSpR   deval_R   congr   congr   -2.439500e-01   0   1.409091e-01   1.409091e-01   0   0   0   -1.736473e-01   1
01   75   27   02   bin03    acquisition    deval    CSpL   deval_L   congr   congr   4.025468e-01   3.389831e-02   0   3.389831e-02   NaN   NaN   NaN   1.175193e-01   1
01   76   25   02   bin03    acquisition    val    CSpR   val_R   incongr   incongr   -5.460032e-01   0   0   0   0   3.693182e-01   3.693182e-01   NaN   1
01   77   26   02   bin03    acquisition    val    CSpL   val_L   congr   congr   -1.802575e-01   0   0   0   2.571429e-01   0   2.571429e-01   3.915059e-02   1
01   78   25   02   bin03    acquisition    CSmi    CSmi   CSmi   incongr   incongr   3.508888e-01   0   0   0   0   0   0   3.696895e-01   1
01   79   26   02   bin03    acquisition    CSmi    CSmi   CSmi   congr   congr   -6.708856e-01   0   0   0   0   1.568627e-01   7.843137e-02   NaN   1
01   80   27   02   bin03    acquisition    CSmi    CSmi   CSmi   congr   congr   1.525543e-02   0   0   0   0   0   0   NaN   1
01   81   28   02   bin03    acquisition    deval    CSpR   deval_R   incongr   incongr   4.502612e-03   0   0   0   1.875000e-02   2.562500e-01   2.562500e-01   NaN   1
01   82   27   02   bin03    acquisition    val    CSpR   val_R   incongr   congr   2.199089e-01   0   1.830986e-01   1.830986e-01   0   1.000000e-01   1.000000e-01   -2.131672e-02   1
01   83   28   02   bin03    acquisition    val    CSpL   val_L   congr   congr   3.910041e-01   0   0   0   7.359551e-01   0   7.359551e-01   -7.783507e-02   1
01   84   29   02   bin03    acquisition    deval    CSpR   deval_R   congr   congr   -3.440896e-01   0   0   0   0   3.105590e-01   3.105590e-01   -1.311006e-01   1
01   85   29   02   bin03    acquisition    val    CSpR   val_R   congr   congr   -4.463726e-01   0   1.220657e-01   1.220657e-01   0   2.676056e-01   2.676056e-01   -1.014755e-01   1
01   86   30   02   bin03    acquisition    deval    CSpR   deval_R   congr   congr   2.140722e-01   0   0   0   7.821229e-02   8.268156e-01   8.268156e-01   -1.703655e-02   1
01   87   30   02   bin03    acquisition    val    CSpR   val_R   congr   congr   8.823253e-02   0   2.603306e-01   2.603306e-01   0   1   1   -1.752983e-01   1
01   88   28   02   bin03    acquisition    CSmi    CSmi   CSmi   congr   congr   3.236184e-01   0   0   0   0   0   0   NaN   1
01   89   31   02   bin04    acquisition    deval    CSpR   deval_R   congr   incongr   -5.640386e-01   0   3.942652e-02   3.942652e-02   0   7.500000e-01   7.500000e-01   3.472603e-01   1
01   90   32   02   bin04    acquisition    deval    CSpL   deval_L   incongr   congr   9.198707e-02   1.255814e-01   0   1.255814e-01   1.935484e-01   3.548387e-01   1.935484e-01   1.124852e-01   1
01   91   29   02   bin03    acquisition    CSmi    CSmi   CSmi   incongr   incongr   8.349854e-02   0   0   0   0   0   0   2.049189e-01   1
01   92   30   02   bin03    acquisition    CSmi    CSmi   CSmi   congr   congr   3.378181e-01   0   0   0   0   5.454545e-02   2.727273e-02   NaN   1
01   93   33   02   bin04    acquisition    deval    CSpL   deval_L   congr   congr   3.538900e-01   0   0   0   7.118644e-01   0   7.118644e-01   1.906403e-01   1
01   94   31   02   bin04    acquisition    val    CSpL   val_L   congr   congr   2.377503e-03   1.724138e-02   0   1.724138e-02   8.810811e-01   0   8.810811e-01   -1.209752e-01   1
01   95   34   02   bin04    acquisition    deval    CSpR   deval_R   congr   congr   -2.489551e-01   0   0   0   0   6.327684e-01   6.327684e-01   3.033349e-01   1
01   96   31   02   bin04    acquisition    CSmi    CSmi   CSmi   congr   congr   7.729293e-01   0   0   0   0   0   0   NaN   1
01   97   32   02   bin04    acquisition    val    CSpL   val_L   congr   incongr   -6.711263e-01   0   0   0   1   0   1   6.499908e-01   1
01   98   32   02   bin04    acquisition    CSmi    CSmi   CSmi   congr   congr   -6.137572e-01   0   0   0   0   0   0   NaN   1
01   99   33   02   bin04    acquisition    CSmi    CSmi   CSmi   incongr   incongr   5.769545e-01   0   0   0   0   0   0   3.605902e-01   1
01   100   34   02   bin04    acquisition    CSmi    CSmi   CSmi   incongr   incongr   1.881735e-01   0   0   0   0   0   0   3.564283e-01   1
01   101   33   02   bin04    acquisition    val    CSpL   val_L   congr   congr   8.455563e-01   0   0   0   7.722222e-01   0   7.722222e-01   6.244929e-02   1
01   102   35   02   bin04    acquisition    CSmi    CSmi   CSmi   incongr   incongr   1.113337e-01   0   1.829268e-02   9.146341e-03   0   2.611111e-01   1.305556e-01   1.628737e-01   1
01   103   36   02   bin04    acquisition    CSmi    CSmi   CSmi   congr   congr   -5.045171e-01   0   0   0   5.847953e-02   0   2.923977e-02   NaN   1
01   104   35   02   bin04    acquisition    deval    CSpR   deval_R   congr   congr   3.720487e-01   0   0   0   0   2.727273e-01   2.727273e-01   9.009454e-02   1
01   105   37   02   bin04    acquisition    CSmi    CSmi   CSmi   congr   congr   2.984858e-01   0   0   0   0   0   0   NaN   0
01   106   38   02   bin04    acquisition    CSmi    CSmi   CSmi   incongr   incongr   -2.819741e-01   0   0   0   0   0   0   2.673739e-01   1
01   107   34   02   bin04    acquisition    val    CSpL   val_L   congr   congr   -2.306175e-01   4.771784e-01   0   4.771784e-01   9.606742e-01   0   9.606742e-01   -8.617651e-02   1
01   108   35   02   bin04    acquisition    val    CSpL   val_L   incongr   incongr   -6.808341e-01   0   0   0   6.573034e-01   0   6.573034e-01   NaN   1
01   109   36   02   bin04    acquisition    deval    CSpR   deval_R   congr   congr   -7.046412e-02   0   9.900990e-03   9.900990e-03   0   4.195402e-01   4.195402e-01   1.590200e-01   1
01   110   36   02   bin04    acquisition    val    CSpR   val_R   congr   congr   -1.209707e-01   0   1.145038e-01   1.145038e-01   0   4.482759e-01   4.482759e-01   2.715549e-01   1
01   111   37   02   bin04    acquisition    deval    CSpR   deval_R   incongr   congr   1.846702e-01   0   8.133971e-02   8.133971e-02   1.796407e-02   0   0   3.792963e-01   1
01   112   38   02   bin04    acquisition    deval    CSpR   deval_R   congr   congr   4.342511e-01   0   0   0   0   3.179191e-01   3.179191e-01   5.212202e-01   1
01   113   39   02   bin04    acquisition    deval    CSpL   deval_L   congr   congr   3.580195e-01   3.350515e-01   0   3.350515e-01   9.041916e-01   0   9.041916e-01   2.248115e-01   1
01   114   37   02   bin04    acquisition    val    CSpL   val_L   incongr   congr   1.979480e-02   0   0   0   0   7.194245e-03   0   8.025507e-02   1
01   115   39   02   bin04    acquisition    CSmi    CSmi   CSmi   congr   congr   -4.506477e-01   0   0   0   4.191617e-02   0   2.095808e-02   NaN   1
01   116   38   02   bin04    acquisition    val    CSpR   val_R   congr   congr   3.484128e-01   0   0   0   0   3.846154e-01   3.846154e-01   2.227766e-01   1
01   117   40   02   bin04    acquisition    deval    CSpL   deval_L   congr   congr   -4.952027e-02   4.568345e-01   0   4.568345e-01   5.681818e-03   0   5.681818e-03   1.162941e-01   1
01   118   39   02   bin04    acquisition    val    CSpR   val_R   congr   congr   1.485795e-01   0   0   0   0   9.438202e-01   9.438202e-01   5.767936e-02   1
01   119   40   02   bin04    acquisition    CSmi    CSmi   CSmi   congr   congr   -4.043430e-01   0   0   0   0   1.578947e-01   7.894737e-02   NaN   1
01   120   40   02   bin04    acquisition    val    CSpR   val_R   congr   incongr   -1.405344e-01   0   0   0   0   8.770950e-01   8.770950e-01   6.160399e-01   1
01   121   41   03   bin05    test    deval    CSpL   deval_L   congr   congr   4.446703e-01   0   0   0   0   0   0   NaN   0
01   122   41   03   bin05    test    val    CSpL   val_L   congr   congr   5.118245e-02   0   0   0   7.206704e-01   1.899441e-01   7.206704e-01   NaN   0
01   123   41   03   bin05    test    CSmi    CSmi   CSmi   congr   congr   -1.031347e-01   0   0   0   0   0   0   NaN   1
01   124   42   03   bin05    test    deval    CSpL   deval_L   congr   congr   1.685943e-01   4.351464e-01   1.506276e-01   4.351464e-01   4.303030e-01   0   4.303030e-01   1.085334e+00   1
01   125   42   03   bin05    test    val    CSpR   val_R   congr   congr   1.426046e-01   0   0   0   0   9.344262e-01   9.344262e-01   -5.557143e-01   1
01   126   42   03   bin05    test    CSmi    CSmi   CSmi   incongr   incongr   NaN   0   0   0   0   0   0   NaN   0
01   127   43   03   bin05    test    deval    CSpR   deval_R   congr   congr   -1.926624e-01   0   0   0   0   4.324324e-01   4.324324e-01   -3.961179e-01   1
01   128   43   03   bin05    test    val    CSpL   val_L   congr   congr   2.831962e-01   0   0   0   5.176471e-01   0   5.176471e-01   -2.817633e-01   1
01   129   44   03   bin05    test    deval    CSpR   deval_R   congr   congr   -2.419521e-01   0   0   0   0   6.694215e-01   6.694215e-01   9.272833e-03   1
01   130   43   03   bin05    test    CSmi    CSmi   CSmi   incongr   incongr   -1.765529e-01   0   0   0   0   0   0   NaN   0
01   131   44   03   bin05    test    val    CSpR   val_R   congr   congr   -1.215525e-01   0   6.164384e-02   6.164384e-02   0   9.322034e-01   9.322034e-01   -3.335212e-01   1
01   132   45   03   bin05    test    deval    CSpL   deval_L   congr   congr   2.555017e-02   0   0   0   9.523810e-02   0   9.523810e-02   -1.731913e-01   1
01   133   46   03   bin05    test    deval    CSpL   deval_L   incongr   incongr   -7.944625e-02   0   0   0   NaN   NaN   NaN   NaN   0
01   134   45   03   bin05    test    val    CSpL   val_L   congr   congr   -3.093876e-01   0   0   0   7.675676e-01   0   7.675676e-01   -3.625763e-01   1
01   135   44   03   bin05    test    CSmi    CSmi   CSmi   incongr   incongr   -7.464223e-01   0   0   0   0   0   0   NaN   0
01   136   46   03   bin05    test    val    CSpL   val_L   congr   incongr   -3.977742e-02   0   0   0   5.250000e-01   0   5.250000e-01   5.448863e-02   0
01   137   47   03   bin05    test    val    CSpR   val_R   incongr   incongr   -2.190416e-02   0   0   0   0   0   0   NaN   0
01   138   47   03   bin05    test    deval    CSpL   deval_L   incongr   congr   -1.364984e-02   0   0   0   6.271186e-01   0   6.271186e-01   -3.520708e-01   1
01   139   48   03   bin05    test    val    CSpL   val_L   incongr   incongr   -3.122323e-01   0   0   0   1   0   1   NaN   0
01   140   45   03   bin05    test    CSmi    CSmi   CSmi   congr   congr   8.537431e-02   0   0   0   0   0   0   NaN   1
01   141   46   03   bin05    test    CSmi    CSmi   CSmi   congr   congr   -1.408136e-01   4.950495e-03   0   2.475248e-03   0   0   0   NaN   1
01   142   47   03   bin05    test    CSmi    CSmi   CSmi   congr   congr   -4.829870e-01   0   0   0   0   0   0   NaN   1
01   143   48   03   bin05    test    deval    CSpR   deval_R   congr   incongr   -3.946456e-01   0   4.208145e-01   4.208145e-01   0   1   1   -2.425579e-01   0
01   144   49   03   bin05    test    val    CSpR   val_R   congr   congr   7.679223e-01   0   0   0   0   6.467391e-01   6.467391e-01   -3.072226e-01   1
01   145   48   03   bin05    test    CSmi    CSmi   CSmi   incongr   incongr   -9.447951e-02   0   0   0   2.643678e-01   0   1.321839e-01   NaN   0
01   146   50   03   bin05    test    val    CSpL   val_L   congr   congr   -5.176309e-01   0   0   0   4.195402e-01   0   4.195402e-01   -2.620976e-01   1
01   147   49   03   bin05    test    deval    CSpR   deval_R   congr   congr   3.921201e-01   0   0   0   0   8.926554e-01   8.926554e-01   -2.043975e-01   1
01   148   50   03   bin05    test    deval    CSpL   deval_L   congr   congr   2.454751e-01   3.352601e-01   0   3.352601e-01   1   0   1   -1.448738e-01   1
01   149   51   03   bin06    test    deval    CSpL   deval_L   congr   congr   4.015251e-01   6.996587e-01   0   6.996587e-01   1   0   1   -2.204159e-01   1
01   150   49   03   bin05    test    CSmi    CSmi   CSmi   congr   congr   -3.993068e-01   0   0   0   0   0   0   NaN   1
01   151   52   03   bin06    test    deval    CSpR   deval_R   congr   congr   -1.266244e-01   0   7.352941e-03   7.352941e-03   0   9.111111e-01   9.111111e-01   -3.926783e-01   1
01   152   50   03   bin05    test    CSmi    CSmi   CSmi   congr   congr   -4.158752e-01   0   0   0   0   0   0   NaN   1
01   153   51   03   bin06    test    CSmi    CSmi   CSmi   congr   congr   7.556318e-01   0   0   0   0   0   0   NaN   1
01   154   51   03   bin06    test    val    CSpR   val_R   congr   congr   1.025662e-01   0   0   0   0   6.966292e-01   6.966292e-01   -2.880137e-01   1
01   155   52   03   bin06    test    CSmi    CSmi   CSmi   incongr   incongr   1.212304e-01   0   0   0   0   0   0   NaN   0
01   156   52   03   bin06    test    val    CSpR   val_R   congr   congr   2.736604e-01   0   4.705882e-01   4.705882e-01   0   9.619565e-01   9.619565e-01   -3.044333e-01   1
01   157   53   03   bin06    test    val    CSpR   val_R   congr   incongr   4.248963e-01   0   1.488095e-01   1.488095e-01   0   9.548023e-01   9.548023e-01   -2.281034e-01   0
01   158   53   03   bin06    test    CSmi    CSmi   CSmi   congr   congr   -3.970314e-01   0   0   0   0   0   0   NaN   1
01   159   54   03   bin06    test    val    CSpL   val_L   congr   congr   1.507352e-01   3.963964e-01   0   3.963964e-01   1   0   1   -3.346239e-01   1
01   160   55   03   bin06    test    val    CSpR   val_R   incongr   congr   -6.537365e-01   0   3.538462e-01   3.538462e-01   0   6.740331e-01   6.740331e-01   -4.131312e-01   1
01   161   56   03   bin06    test    val    CSpR   val_R   congr   congr   3.779119e-01   0   0   0   0   7.729730e-01   7.729730e-01   -5.778196e-02   1
01   162   54   03   bin06    test    CSmi    CSmi   CSmi   congr   congr   3.713297e-01   0   0   0   1.315789e-02   0   6.578947e-03   NaN   1
01   163   55   03   bin06    test    CSmi    CSmi   CSmi   congr   congr   -7.897939e-01   0   0   0   7.936508e-03   0   3.968254e-03   NaN   1
01   164   56   03   bin06    test    CSmi    CSmi   CSmi   congr   congr   4.985807e-01   0   0   0   0   0   0   NaN   1
01   165   53   03   bin06    test    deval    CSpL   deval_L   congr   congr   3.190732e-01   0   0   0   8.524590e-01   0   8.524590e-01   -2.706062e-02   1
01   166   54   03   bin06    test    deval    CSpR   deval_R   incongr   congr   -3.291613e-01   0   0   0   0   8.843931e-01   8.843931e-01   1.038691e+00   1
01   167   55   03   bin06    test    deval    CSpR   deval_R   congr   congr   -2.622564e-01   0   2.000000e-02   2.000000e-02   0   1   1   -4.624612e-01   1
01   168   57   03   bin06    test    val    CSpL   val_L   congr   congr   6.730698e-01   0   0   0   1   0   1   -3.245553e-01   1
01   169   57   03   bin06    test    CSmi    CSmi   CSmi   congr   congr   -6.962648e-01   0   0   0   0   0   0   NaN   1
01   170   58   03   bin06    test    CSmi    CSmi   CSmi   congr   congr   -1.935374e-01   0   0   0   0   0   0   NaN   1
01   171   56   03   bin06    test    deval    CSpL   deval_L   congr   incongr   1.947450e-01   0   0   0   0   0   0   2.122665e-01   0
01   172   57   03   bin06    test    deval    CSpL   deval_L   congr   congr   8.460063e-02   0   0   0   2.372881e-01   0   2.372881e-01   -3.049303e-02   1
01   173   58   03   bin06    test    val    CSpL   val_L   congr   congr   1.573354e-01   3.687151e-01   0   3.687151e-01   4.670330e-01   0   4.670330e-01   4.225473e-01   1
01   174   59   03   bin06    test    val    CSpR   val_R   congr   congr   1.754779e-01   0   0   0   0   9.186047e-01   9.186047e-01   2.600179e-01   1
01   175   58   03   bin06    test    deval    CSpR   deval_R   congr   congr   7.451417e-02   0   0   0   0   9.617486e-01   9.617486e-01   4.409877e-02   1
01   176   59   03   bin06    test    deval    CSpR   deval_R   incongr   incongr   -2.606568e-01   0   0   0   0   0   0   NaN   0
01   177   59   03   bin06    test    CSmi    CSmi   CSmi   congr   congr   -2.541496e-01   0   0   0   0   0   0   NaN   1
01   178   60   03   bin06    test    val    CSpL   val_L   incongr   congr   -1.101046e-01   5.970149e-01   0   5.970149e-01   7.588652e-01   0   7.588652e-01   -2.994489e-01   1
01   179   60   03   bin06    test    deval    CSpR   deval_R   congr   congr   7.713769e-01   0   4.017857e-01   4.017857e-01   0   8.750000e-01   8.750000e-01   -1.663198e-01   1
01   180   60   03   bin06    test    CSmi    CSmi   CSmi   incongr   incongr   -1.781059e-01   4.652778e-01   0   2.326389e-01   0   0   0   NaN   0
03   1   1   01   bin01    acquisition    deval    CSpL   deval_L   congr   congr   -3.516920e-01   0   5.228758e-02   0   0   2.721893e-01   0   9.952062e-02   1
03   2   2   01   bin01    acquisition    deval    CSpR   deval_R   congr   congr   -1.869270e-01   0   0   0   9.433962e-02   1.446541e-01   1.446541e-01   -1.118485e-01   1
